sort,Name,Sex,Color,Birth Year,Birth Month/Day,Birth Pack,Mother,Father,Birth Location,Current/Death Pack,Previous Packs,Death Year,Last seen,Death/Last Month/Day,Death Cause,Death/Last Location,Alt name,Translocated,on 2024 Wolf Chart?,Official Tree?,Book?,notes
1571,P7381,?,g,2000,April,Nez Perce,48F,72M,"Madison-Firehole Area, YNP",Nez Perce,-,N/A,2000,unknown,N/A,unknown,Pup?g7381,,,Yes,No,
1572,P7398,?,g,2000,April,Soda Butte,14F,120M,"Pelican Valley area, YNP",Soda Butte,-,N/A,2000,unknown,N/A,unknown,Pup?g7398,,,Yes,No,
1573,P7399,?,g,2000,April,Soda Butte,14F,120M,"Pelican Valley area, YNP",Soda Butte,-,N/A,2000,unknown,N/A,unknown,Pup?g7399,,,Yes,No,
1574,P7400,?,g,2000,April,Soda Butte,14F,120M,"Pelican Valley area, YNP",Soda Butte,-,N/A,2000,unknown,N/A,unknown,Pup?g7400,,,Yes,No,
1575,P7401,?,g,2000,April,Soda Butte,14F,120M,"Pelican Valley area, YNP",Soda Butte,-,N/A,2000,unknown,N/A,unknown,Pup?g7401,,,Yes,No,
1576,P7402,?,g,2000,April,Swan Lake,152F,206M,"Swan Lake, Sepulcher Area, YNP",Swan Lake,-,N/A,2000,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1577,P7403,?,g,2000,April,Swan Lake,152F,206M,"Swan Lake, Sepulcher Area, YNP",Swan Lake,-,N/A,2000,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1578,P7404,?,g,2000,April,Swan Lake,152F,206M,"Swan Lake, Sepulcher Area, YNP",Swan Lake,-,N/A,2000,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1579,P7049,?,?,2001,April,Chief Joseph,33F,34M,"Southern Gallatin Mountains, Northwest YNP",Chief Joseph,-,N/A,2001,unknown,N/A,unknown,Pup??7049,,,Yes,No,
1580,P7050,?,g,2001,April,Chief Joseph,33F,34M,"Southern Gallatin Mountains, Northwest YNP",Chief Joseph,-,N/A,2001,unknown,N/A,unknown,Pup?g7050,,,Yes,No,
1581,P7051,?,?,2001,April,Chief Joseph,33F,34M,"Southern Gallatin Mountains, Northwest YNP",Chief Joseph,-,N/A,2001,unknown,N/A,unknown,Pup??7051,,,Yes,No,
1582,P7052,?,?,2001,April,Chief Joseph,33F,34M,"Southern Gallatin Mountains, Northwest YNP",Chief Joseph,-,N/A,2001,unknown,N/A,unknown,Pup??7052,,,Yes,No,
1583,P7053,?,?,2001,April,Chief Joseph,33F,34M,"Southern Gallatin Mountains, Northwest YNP",Chief Joseph,-,N/A,2001,unknown,N/A,unknown,Pup??7053,,,Yes,No,
1584,P7054,?,?,2001,April,Chief Joseph,33F,34M,"Southern Gallatin Mountains, Northwest YNP",Chief Joseph,-,N/A,2001,unknown,N/A,unknown,Pup??7054,,,Yes,No,
1585,P7345,?,g,2001,April,Cougar Creek,151F,?,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2001,unknown,N/A,unknown,Pup?g7345,,,Yes,No,
1586,P7421,?,b,2001,April,Cougar Creek,151F,?,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2001,unknown,N/A,unknown,Pup?b7421,,,Yes,No,
1587,P7422,?,b,2001,April,Cougar Creek,151F,?,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2001,unknown,N/A,unknown,Pup?b7422,,,Yes,No,
1588,P7079,?,?,2001,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2001,unknown,N/A,unknown,Pup??7079,,,Yes,No,
1589,P7080,?,?,2001,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2001,unknown,N/A,unknown,Pup??7080,,,Yes,No,
1590,P7081,?,?,2001,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2001,unknown,N/A,unknown,Pup??7081,,,Yes,No,
1591,P7077,?,g,2001,April,Mollie's,174F,193M,"Pelican Valley, YNP",Mollie's,-,N/A,2001,unknown,N/A,unknown,Gray Pup Mollie's,,,Yes,No,
1592,P7078,?,g,2001,April,Mollie's,174F,193M,"Pelican Valley, YNP",Mollie's,-,N/A,2001,unknown,N/A,unknown,Gray Pup Mollie's,,,Yes,No,
1593,P7198,?,?,2001,April,Rose Creek,18F,?,"Hellroaring to Crevice Creek area, YNP",Rose Creek,-,N/A,2001,unknown,N/A,unknown,Pup??7198,,,Yes,No,
1594,P7392,?,g,2001,April,Rose Creek,18F,?,"Hellroaring to Crevice Creek area, YNP",Rose Creek,-,N/A,2001,unknown,N/A,unknown,Pup?g7392,,,Yes,No,
1595,P7393,?,g,2001,April,Rose Creek,18F,?,"Hellroaring to Crevice Creek area, YNP",Rose Creek,-,N/A,2001,unknown,N/A,unknown,Pup?g7393,,,Yes,No,
1596,P7394,?,g,2001,April,Rose Creek,18F,?,"Hellroaring to Crevice Creek area, YNP",Rose Creek,-,N/A,2001,unknown,N/A,unknown,Pup?g7394,,,Yes,No,
1597,P7197,?,?,2001,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,2001,N/A,unknown,Unknown,"Thorofare, Southeastern YNP",Pup Yellowstone Delta,,,Yes,No,
1598,P7074,?,?,2002,April,Agate Creek,103F,113M,"Antelope Creek Area, YNP",Agate Creek,-,N/A,2002,unknown,N/A,unknown,Pup Agate Creek,,,Yes,No,
1599,P7075,?,?,2002,April,Agate Creek,103F,113M,"Antelope Creek Area, YNP",Agate Creek,-,N/A,2002,unknown,N/A,unknown,Pup Agate Creek,,,Yes,No,
1600,P7076,?,?,2002,April,Agate Creek,103F,113M,"Antelope Creek Area, YNP",Agate Creek,-,N/A,2002,unknown,N/A,unknown,Pup Agate Creek,,,Yes,No,
1601,P7055,?,?,2002,April,Chief Joseph,?,?,"Tom Miner Basin Area, Montana",Chief Joseph,-,N/A,2002,unknown,N/A,unknown,Pup??7055,,,Yes,No,
1602,P7056,?,?,2002,April,Chief Joseph,?,?,"Tom Miner Basin Area, Montana",Chief Joseph,-,N/A,2002,unknown,N/A,unknown,Pup??7056,,,Yes,No,
1603,P7057,?,?,2002,April,Chief Joseph,?,?,"Tom Miner Basin Area, Montana",Chief Joseph,-,N/A,2002,unknown,N/A,unknown,Pup??7057,,,Yes,No,
1604,P7058,?,?,2002,April,Chief Joseph,?,?,"Tom Miner Basin Area, Montana",Chief Joseph,-,N/A,2002,unknown,N/A,unknown,Pup??7058,,,Yes,No,
1605,P7059,?,?,2002,April,Chief Joseph,?,?,"Tom Miner Basin Area, Montana",Chief Joseph,-,N/A,2002,unknown,N/A,unknown,Pup??7059,,,Yes,No,
1606,P7060,?,?,2002,April,Chief Joseph,?,?,"Tom Miner Basin Area, Montana",Chief Joseph,-,N/A,2002,unknown,N/A,unknown,Pup??7060,,,Yes,No,
1607,P7061 CJ,?,?,2002,April,Chief Joseph,?,?,"Tom Miner Basin Area, Montana",Chief Joseph,-,N/A,2002,unknown,N/A,unknown,Pup??7061,,,Yes,No,
1608,P7062 CJ,?,?,2002,April,Chief Joseph,?,?,"Tom Miner Basin Area, Montana",Chief Joseph,-,N/A,2002,unknown,N/A,unknown,Pup??7062,,,Yes,No,
1609,P7083,?,?,2002,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2002,unknown,N/A,unknown,Pup??7083,,,Yes,No,
1610,P7084,?,?,2002,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,2002,N/A,unknown,Unknown,unknown,Pup??7084,,,Yes,No,
1611,P7085,?,?,2002,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,2002,N/A,unknown,Unknown,unknown,Pup??7085,,,Yes,No,
1612,P7086,?,?,2002,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,2002,N/A,unknown,Unknown,unknown,Pup??7086,,,Yes,No,
1613,P7100,?,g,2002,April,Geode Creek,106F,294M,"Geode Creek Area, YNP",Geode Creek,-,N/A,2002,unknown,N/A,unknown,Gray Pup Geode Creek,,,Yes,No,
1614,P7101,?,g,2002,April,Geode Creek,106F,294M,"Geode Creek Area, YNP",Geode Creek,-,2002,N/A,unknown,Unknown,unknown,Gray Pup Geode Creek,,,Yes,No,
1615,P7102,?,g,2002,April,Geode Creek,106F,294M,"Geode Creek Area, YNP",Geode Creek,-,2002,N/A,unknown,Unknown,unknown,Gray Pup Geode Creek,,,Yes,No,
1616,P7103,?,g,2002,April,Geode Creek,106F,294M,"Geode Creek Area, YNP",Geode Creek,-,2002,N/A,unknown,Unknown,unknown,Gray Pup Geode Creek,,,Yes,No,
1617,P7104,?,g,2002,April,Geode Creek,106F,294M,"Geode Creek Area, YNP",Geode Creek,-,2002,N/A,unknown,Unknown,unknown,Gray Pup Geode Creek,,,Yes,No,
1618,P7105,?,g,2002,April,Geode Creek,106F,294M,"Geode Creek Area, YNP",Geode Creek,-,2002,N/A,unknown,Unknown,unknown,Gray Pup Geode Creek,,,Yes,No,
1619,P7106,?,g,2002,April,Geode Creek,106F,294M,"Geode Creek Area, YNP",Geode Creek,-,2002,N/A,unknown,Unknown,unknown,Gray Pup Geode Creek,,,Yes,No,
1620,P7107,?,g,2002,April,Geode Creek,106F,294M,"Geode Creek Area, YNP",Geode Creek,-,2002,N/A,unknown,Unknown,unknown,Gray Pup Geode Creek,,,Yes,No,
1621,P7000,?,?,2002,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2002,unknown,N/A,unknown,Pup Leopold,,,Yes,No,
1622,P7001,?,?,2002,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2002,unknown,N/A,unknown,Pup Leopold,,,Yes,No,
1623,P7002,?,?,2002,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2002,unknown,N/A,unknown,Pup Leopold,,,Yes,No,
1624,P7003,?,?,2002,April,Mollie's,174F,193M,"Pelican Valley, YNP",Mollie's,-,N/A,2002,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1625,P7013,?,g,2002,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2002,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1626,P7014,?,g,2002,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2002,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1627,P7015,?,g,2002,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2002,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1628,P7016,?,g,2002,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2002,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1629,P7017,?,g,2002,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2002,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1630,P7018,?,g,2002,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2002,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1631,P7019,?,g,2002,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2002,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1632,P7020,?,?,2003,April,Agate Creek,472F,113M,"Tower Junction Area, YNP",Agate Creek,-,N/A,2003,unknown,N/A,unknown,Pup Agate Creek,,,Yes,No,
1633,P7021,?,?,2003,April,Agate Creek,472F,113M,"Tower Junction Area, YNP",Agate Creek,-,N/A,2003,unknown,N/A,unknown,Pup Agate Creek,,,Yes,No,
1634,P7022,?,?,2003,April,Agate Creek,472F,113M,"Tower Junction Area, YNP",Agate Creek,-,N/A,2003,unknown,N/A,unknown,Pup Agate Creek,,,Yes,No,
1635,P7082,?,?,2003,April,Bechler,BSA,192M," Bechler Area, Southwestern YNP",Bechler,-,N/A,2003,unknown,N/A,unknown,Pup Bechler,,,Yes,No,tree text erroneously copied from a Cougar Creek pup
1636,P7061 CC,?,?,2003,April,Cougar Creek,151F,303M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2003,unknown,N/A,unknown,Pup??7061,,,Yes,No,
1637,P7023,?,b,2003,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2003,unknown,N/A,unknown,Black Pup Druid Peak,,,Yes,No,
1638,P7024,?,g,2003,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2003,unknown,N/A,unknown,Gray Pup Druid Peak,,,Yes,No,
1639,P7025,?,g,2003,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2003,unknown,N/A,unknown,Gray Pup Druid Peak,,,Yes,No,
1640,P7087,?,?,2003,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2003,unknown,N/A,unknown,Pup??7087,,,Yes,No,
1641,P7088,?,?,2003,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2003,unknown,N/A,unknown,Pup??7088,,,Yes,No,
1642,P7089,?,?,2003,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2003,unknown,N/A,unknown,Pup??7089,,,Yes,No,
1643,P7026,?,?,2003,April,Geode Creek,106F,294M,"Geode Creek Area, Northern YNP",Geode Creek,-,2003,N/A,unknown,Unknown,"Geode Creek Area, YNP",Pup Geode Creek,,,Yes,No,
1644,P7027,?,?,2003,April,Geode Creek,106F,294M,"Geode Creek Area, Northern YNP",Geode Creek,-,2003,N/A,unknown,Unknown,"Geode Creek Area, YNP",Pup Geode Creek,,,Yes,No,
1645,P7028,?,?,2003,April,Geode Creek,106F,294M,"Geode Creek Area, Northern YNP",Geode Creek,-,2003,N/A,unknown,Unknown,"Geode Creek Area, YNP",Pup Geode Creek,,,Yes,No,
1646,P7029,?,?,2003,April,Geode Creek,106F,294M,"Geode Creek Area, Northern YNP",Geode Creek,-,2003,N/A,unknown,Unknown,"Geode Creek Area, YNP",Pup Geode Creek,,,Yes,No,
1647,P7030,?,?,2003,April,Geode Creek,106F,294M,"Geode Creek Area, Northern YNP",Geode Creek,-,2003,N/A,unknown,Unknown,"Geode Creek Area, YNP",Pup Geode Creek,,,Yes,No,
1648,P7031,?,?,2003,April,Geode Creek,106F,294M,"Geode Creek Area, Northern YNP",Geode Creek,-,2003,N/A,unknown,Unknown,"Geode Creek Area, YNP",Pup Geode Creek,,,Yes,No,
1649,P7032,?,?,2003,April,Geode Creek,106F,294M,"Geode Creek Area, Northern YNP",Geode Creek,-,2003,N/A,unknown,Unknown,"Geode Creek Area, YNP",Pup Geode Creek,,,Yes,No,
1650,P7360,?,g,2003,April,Leopold,220F,?,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2003,unknown,N/A,unknown,Pup?g7360,,,Yes,No,
1651,P7361,?,g,2003,April,Leopold,220F,?,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2003,unknown,N/A,unknown,Pup?g7361,,,Yes,No,
1652,P7362,?,g,2003,April,Leopold,220F,?,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2003,unknown,N/A,unknown,Pup?g7362,,,Yes,No,
1653,P7363,?,g,2003,April,Leopold,220F,?,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2003,unknown,N/A,unknown,Pup?g7363,,,Yes,No,
1654,P7364,?,g,2003,April,Leopold,220F,?,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2003,unknown,N/A,unknown,Pup?g7364,,,Yes,No,
1655,P7365,?,g,2003,April,Leopold,220F,?,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2003,unknown,N/A,unknown,Pup?g7365,,,Yes,No,
1656,P7033,?,?,2003,April,Mollie's,174F,193M,"Pelican Valley, YNP",Mollie's,-,N/A,2003,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1657,P7034,?,?,2003,April,Mollie's,174F,193M,"Pelican Valley, YNP",Mollie's,-,2003,N/A,unknown,Unknown,unknown,Pup Mollie's,,,Yes,No,
1658,P7035,?,?,2003,April,Mollie's,174F,193M,"Pelican Valley, YNP",Mollie's,-,2003,N/A,unknown,Unknown,unknown,Pup Mollie's,,,Yes,No,
1659,P7199,?,?,2003,April,Slough Creek,BF SC (?),261M,"Slough Creek Area, YNP",Slough Creek,-,N/A,2003,unknown,N/A,unknown,Pup??7199,,,Yes,No,
1660,P7200,?,?,2003,April,Slough Creek,BF SC (?),261M,"Slough Creek Area, YNP",Slough Creek,-,N/A,2003,unknown,N/A,unknown,Pup??7200,,,Yes,No,
1661,P7201,?,?,2003,April,Slough Creek,BF SC (?),261M,"Slough Creek Area, YNP",Slough Creek,-,N/A,2003,unknown,N/A,unknown,Pup??7201,,,Yes,No,
1662,P7202,?,?,2003,April,Slough Creek,BF SC (?),261M,"Slough Creek Area, YNP",Slough Creek,-,N/A,2003,unknown,N/A,unknown,Pup??7202,,,Yes,No,
1663,P7203,?,?,2003,April,Slough Creek,BF SC (?),261M,"Slough Creek Area, YNP",Slough Creek,-,N/A,2003,unknown,N/A,unknown,Pup??7203,,,Yes,No,
1664,P7036,?,g,2003,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2003,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1665,P7037,?,g,2003,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2003,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1666,P7038,?,g,2003,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2003,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1667,P7039,?,g,2003,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2003,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1668,P7040,?,g,2003,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,N/A,2003,unknown,N/A,unknown,Gray Pup Swan Lake,,,Yes,No,
1669,P7320,?,?,2003,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2003,unknown,N/A,unknown,Pup??7320,,,Yes,No,
1670,P7321,?,?,2003,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2003,unknown,N/A,unknown,Pup??7321,,,Yes,No,
1671,P7322,?,?,2003,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2003,unknown,N/A,unknown,Pup??7322,,,Yes,No,
1672,P7323,?,?,2003,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2003,unknown,N/A,unknown,Pup??7323,,,Yes,No,
1673,P7007,?,?,2004,April,Agate Creek,?,113M,"Tower Junction Area, YNP",Agate Creek,-,N/A,2004,unknown,N/A,unknown,Pup??7007,,,Yes,No,
1674,P7008,?,?,2004,April,Agate Creek,?,113M,"Tower Junction Area, YNP",Agate Creek,-,N/A,2004,unknown,N/A,unknown,Pup??7008,,,Yes,No,
1675,P7009,?,?,2004,April,Agate Creek,?,113M,"Tower Junction Area, YNP",Agate Creek,-,2004,N/A,unknown,Unknown,unknown,Pup??7009,,,Yes,No,
1676,P7010,?,?,2004,April,Agate Creek,?,113M,"Tower Junction Area, YNP",Agate Creek,-,2004,N/A,unknown,Unknown,unknown,Pup??7010,,,Yes,No,
1677,P7011,?,?,2004,April,Agate Creek,?,113M,"Tower Junction Area, YNP",Agate Creek,-,2004,N/A,unknown,Unknown,unknown,Pup??7011,,,Yes,No,
1678,P7012,?,?,2004,April,Agate Creek,?,113M,"Tower Junction Area, YNP",Agate Creek,-,2004,N/A,unknown,Unknown,unknown,Pup??7012,,,Yes,No,
1679,P7041,?,?,2004,April,Biscuit Basin,340F,?,"Madison-Firehole Area, YNP",Biscuit Basin,-,N/A,2004,unknown,N/A,unknown,Pup??7041,,,Yes,No,
1680,P7042,?,?,2004,April,Biscuit Basin,340F,?,"Madison-Firehole Area, YNP",Biscuit Basin,-,N/A,2004,unknown,N/A,unknown,Pup??7042,,,Yes,No,
1681,P7043,?,?,2004,April,Biscuit Basin,340F,?,"Madison-Firehole Area, YNP",Biscuit Basin,-,N/A,2004,unknown,N/A,unknown,Pup??7043,,,Yes,No,
1682,P7044,?,?,2004,April,Biscuit Basin,340F,?,"Madison-Firehole Area, YNP",Biscuit Basin,-,N/A,2004,unknown,N/A,unknown,Pup??7044,,,Yes,No,
1683,P7065,?,?,2004,April,Druid Peak,286F,21M,"Lamar Valley, YNP",Druid Peak,-,2004,N/A,unknown,Unknown,"Lamar Valley, YNP",Pup??7065,,,Yes,No,
1684,P7066,?,?,2004,April,Druid Peak,286F,21M,"Lamar Valley, YNP",Druid Peak,-,2004,N/A,unknown,Unknown,"Lamar Valley, YNP",Pup??7066,,,Yes,No,
1685,P7067,?,?,2004,April,Druid Peak,286F,21M,"Lamar Valley, YNP",Druid Peak,-,2004,N/A,unknown,Unknown,"Lamar Valley, YNP",Pup??7067,,,Yes,No,
1686,P7068,?,?,2004,April,Druid Peak,376F,?,"Lamar Valley, YNP",Druid Peak,-,2004,N/A,unknown,Unknown,"Lamar Valley, YNP",Pup??7068,,,Yes,No,
1687,P7069,?,?,2004,April,Druid Peak,376F,?,"Lamar Valley, YNP",Druid Peak,-,2004,N/A,unknown,Unknown,"Lamar Valley, YNP",Pup??7069,,,Yes,No,
1688,P7090,?,?,2004,April,Druid Peak,286F,21M,"Lamar Valley, YNP",Druid Peak,-,2004,N/A,unknown,Unknown,unknown,Pup??7090,,,Yes,No,
1689,P7091,?,?,2004,April,Druid Peak,286F,21M,"Lamar Valley, YNP",Druid Peak,-,2004,N/A,unknown,Unknown,unknown,Pup??7091,,,Yes,No,
1690,P7171,?,?,2004,April,Geode Creek,106F,227M,"Geode Creek Area, Northern YNP",Geode Creek,-,N/A,2004,unknown,N/A,unknown,Pup Geode Creek,,,Yes,No,
1691,P7172,?,?,2004,April,Geode Creek,106F,227M,"Geode Creek Area, Northern YNP",Geode Creek,-,N/A,2004,unknown,N/A,unknown,Pup Geode Creek,,,Yes,No,
1692,P7173,?,?,2004,April,Geode Creek,106F,227M,"Geode Creek Area, Northern YNP",Geode Creek,-,N/A,2004,unknown,N/A,unknown,Pup Geode Creek,,,Yes,No,
1693,P7174,?,?,2004,April,Geode Creek,106F,227M,"Geode Creek Area, Northern YNP",Geode Creek,-,2004,N/A,unknown,Unknown,unknown,Pup Geode Creek,,,Yes,No,
1694,P7175,?,?,2004,April,Geode Creek,106F,227M,"Geode Creek Area, Northern YNP",Geode Creek,-,2004,N/A,unknown,Unknown,unknown,Pup Geode Creek,,,Yes,No,
1695,P7176,?,?,2004,April,Geode Creek,106F,227M,"Geode Creek Area, Northern YNP",Geode Creek,-,2004,N/A,unknown,Unknown,unknown,Pup Geode Creek,,,Yes,No,
1696,P7177,?,?,2004,April,Geode Creek,106F,227M,"Geode Creek Area, Northern YNP",Geode Creek,-,2004,N/A,unknown,Unknown,unknown,Pup Geode Creek,,,Yes,No,
1697,P7178,?,?,2004,April,Geode Creek,106F,227M,"Geode Creek Area, Northern YNP",Geode Creek,-,2004,N/A,unknown,Unknown,unknown,Pup Geode Creek,,,Yes,No,
1698,P7179,?,?,2004,April,Geode Creek,106F,227M,"Geode Creek Area, Northern YNP",Geode Creek,-,2004,N/A,unknown,Unknown,unknown,Pup Geode Creek,,,Yes,No,
1699,P7366,?,g,2004,April,Leopold,209F(?),534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2004,unknown,N/A,unknown,Pup?g7366,,,Yes,No,
1700,P7367,?,g,2004,April,Leopold,209F(?),534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2004,unknown,N/A,unknown,Pup?g7367,,,Yes,No,
1701,P7368,?,g,2004,April,Leopold,209F(?),534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2004,unknown,N/A,unknown,Pup?g7368,,,Yes,No,
1702,P7369,?,g,2004,April,Leopold,209F(?),534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2004,unknown,N/A,unknown,Pup?g7369,,,Yes,No,
1703,P7370,?,g,2004,April,Leopold,209F(?),534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2004,unknown,N/A,unknown,Pup?g7370,,,Yes,No,
1704,P7371,?,g,2004,April,Leopold,209F(?),534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2004,unknown,N/A,unknown,Pup?g7371,,,Yes,No,
1705,P7372,?,g,2004,April,Leopold,209F(?),534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2004,unknown,N/A,unknown,Pup?g7372,,,Yes,No,
1706,P7373,?,g,2004,April,Leopold,209F(?),534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2004,unknown,N/A,unknown,Pup?g7373,,,Yes,No,
1707,P7374,?,g,2004,April,Leopold,209F(?),534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2004,unknown,N/A,unknown,Pup?g7374,,,Yes,No,
1708,P7375,?,g,2004,April,Leopold,209F(?),534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2004,unknown,N/A,unknown,Pup?g7375,,,Yes,No,
1709,P7376,?,g,2004,April,Leopold,209F(?),534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2004,unknown,N/A,unknown,Pup?g7376,,,Yes,No,
1710,P7395,?,g,2004,April,Slough Creek,BF SC,261M,"Slough Creek Area, YNP",Slough Creek,-,N/A,2004,unknown,N/A,unknown,Pup?g7395,,,Yes,No,
1711,P7396,?,g,2004,April,Slough Creek,BF SC,261M,"Slough Creek Area, YNP",Slough Creek,-,N/A,2004,unknown,N/A,unknown,Pup?g7396,,,Yes,No,
1712,P7397,?,g,2004,April,Slough Creek,BF SC,261M,"Slough Creek Area, YNP",Slough Creek,-,N/A,2004,unknown,N/A,unknown,Pup?g7397,,,Yes,No,
1713,P7426,?,b,2004,April,Slough Creek,BF SC,261M,"Slough Creek Area, YNP",Slough Creek,-,N/A,2004,unknown,N/A,unknown,Pup?b7426,,,Yes,No,
1714,P7427,?,b,2004,April,Slough Creek,BF SC,261M,"Slough Creek Area, YNP",Slough Creek,-,N/A,2004,unknown,N/A,unknown,Pup?b7427,,,Yes,No,
1715,P7428,?,b,2004,April,Slough Creek,BF SC,261M,"Slough Creek Area, YNP",Slough Creek,-,N/A,2004,unknown,N/A,unknown,Pup?b7428,,,Yes,No,
1716,P7217,?,?,2004,April,Specimen Ridge,427F,194M,"Specimen Ridge, YNP",Specimen Ridge,-,N/A,2004,unknown,N/A,unknown,Pup??7217,,,Yes,No,
1717,P7218,?,?,2004,April,Specimen Ridge,427F,194M,"Specimen Ridge, YNP",Specimen Ridge,-,N/A,2004,unknown,N/A,unknown,Pup??7218,,,Yes,No,
1718,P7219,?,?,2004,April,Specimen Ridge,427F,194M,"Specimen Ridge, YNP",Specimen Ridge,-,N/A,2004,unknown,N/A,unknown,Pup??7219,,,Yes,No,
1719,P7220,?,?,2004,April,Specimen Ridge,427F,194M,"Specimen Ridge, YNP",Specimen Ridge,-,N/A,2004,unknown,N/A,unknown,Pup??7220,,,Yes,No,
