Sighting Animal,Sighting Evidence,Sighting Evidence Comment,Sighting Quantity,Sighting Presence,Sighting Evidence of Absence,Sighting Provisions Related,Sighting Evidence of Provision,Sighting Native American Presence,Observation Year,Observation Season,Observation Month,Observation Day,Observer Name,Observer ID,Observer Years,Observer Participation,Observer Point of Origin,Observer Notes,Observer Profession,Observer Official Status,Observer Gender,Observation Location,Observation Comments,Trip Participants,Trip Number Participants,Trip Purpose,Trip Comments,Trip Start Year,Trip Start Month,Trip Start Day,Trip End Year,Trip End Month,Trip End Day,Trip Digital Route Available,Source Document,Source Page,Source Author,Source Date of Publication,Source Title,Source Subtitle,Source Publisher,Source Publisher Location,Source Comments
Elk,general observation,,Unknown,1,,0,,0,1873,,,0,"Stanley, Reverend E.J.",ejst,1873,First Hand,regional,Provided his own observations as well as reported comments of Native American,clergy,Non to Official,M,Tower Falls area,,Rev. Stanley,,,"approached YNP from north, MHS, Tower, Mt Washburn, Canyon, Mary Mtn, geyser basins, Lake, MHS",1873,,0,1873,,0,0,Stanley 1878,67,"Stanley, Reverend E.J.",1878,,,,,
Elk,general observation,region abounds,More than 500,1,,0,,0,1872,,,0,"Norton, Harry J.",hano,1872,First Hand,regional,,journalist,Non to Official,M,Yellowstone Lake area,,"Harry Norton, James Mills, MH Raymond, PA Largey, Hillhouse Raymond, Frank Woodall, Theodore Fletcher",7,,"Madison River, Geyser Basins, Yellowstone Lake, Canyon, Tower, Mammoth Hot Springs",1872,,0,1872,,0,0,Norton 1873,71,"Norton, Harry",1873,,,,,
Elk,general observation,plenty of elk,100 to 500,1,,0,,1,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,Crow Reservation,"other side of river below, Yellowstone River","Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,72,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Elk,general observation,rather abundant,More than 500,1,,0,,0,1875,summer,,0,"Grinnell, George Bird",gbgr,"1875, 1877, 1879",First Hand,continental,,scientist,Official,M,Bridger Mountains and YNP,,"Capt. Ludlow, GB Grinnell",22,information gathering,33 animals,1875,August,9,1875,September,3,0,Grinnell 1876,72,"Grinnell, George Bird",1876,,,,,
Elk,general observation,sportsman's fine amusement,Unknown,1,,0,,0,1872,,,0,"Norton, Harry J.",hano,1872,First Hand,regional,,journalist,Non to Official,M,YNP,,"Harry Norton, James Mills, MH Raymond, PA Largey, Hillhouse Raymond, Frank Woodall, Theodore Fletcher",7,,"Madison River, Geyser Basins, Yellowstone Lake, Canyon, Tower, Mammoth Hot Springs",1872,,0,1872,,0,0,Norton 1873,81,"Norton, Harry",1873,,,,,
Elk,general observation,celebrated district for game,Unknown,1,,0,,0,1872,summer,August,2,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,head of Rosebud or Slough Creeks,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:6,92,"Blackmore, William",1872,,,,,
Elk,general observation,,Unknown,1,,0,,0,1872,summer,August,2,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,head of Rosebud or Slough Creeks,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:6,92,"Blackmore, William",1872,,,,,
Elk,general observation,"later in season, could be obtained in quantity",100 to 500,1,,0,,0,1881,summer,September,1,"Leckler, H. Banard",hble,1881,First Hand,continental,,tourist,Non to Official,M,region around Lone Lake,,"Leckler, Mrs Leckler, Ellis, Mrs Ellis, Bill Cromwell, Bob Pratt, Reis, George Graham",7,,"entered from west, geyser basins, Mary Mtn to Canyon, Washbun, MHS, left north",1881,August,21,1881,September,27,0,Leckler 1884d,94,"Leckler, H. Banard",1881,,,,,
Elk,general observation,fine retreats and shelter for elk,Less than 10,1,,0,,0,1872,summer,July,0,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,up the Conant Creek drainage,still in Teton Basin,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Langford 1873b,135,"Langford, Nathaniel P.",1873,,,,,
Elk,general observation,,Unknown,1,,0,,0,1873,,,0,"Stanley, Reverend E.J.",ejst,1873,First Hand,regional,Provided his own observations as well as reported comments of Native American,clergy,Non to Official,M,YNP area,,Rev. Stanley,,,"approached YNP from north, MHS, Tower, Mt Washburn, Canyon, Mary Mtn, geyser basins, Lake, MHS",1873,,0,1873,,0,0,Stanley 1878,142,"Stanley, Reverend E.J.",1878,,,,,
Elk,general observation,found throughout the mountains,Unknown,1,,0,,0,1874,,,0,"Richards, Alonzo V.",avri,1874,First Hand,regional,,civilian official,Official,M,along Madison River,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 1874,256,Richards,1874,,,,,
Elk,general observation,civil engineers,Unknown,1,,0,,0,1880,summer,September,0,"Pickett, William D.",wipi,"1877, 1879, 1880, 1881",First Hand,continental/resident,,rancher,Non to Official,M,west side of Yellowstone Lake,,"Pickett, Hofer, Herendeen",,hunting,,1880,,0,1880,,0,0,Pickett 1908,370,"Pickett, William",1908,,,,,
Elk,general observation,plenty,100 to 500,1,,0,,0,1881,summer,September,22,"Leckler, H. Banard",hble,1881,First Hand,continental,,tourist,Non to Official,M,Gallatin Mountains,,"Leckler, Mrs Leckler, Ellis, Mrs Ellis, Bill Cromwell, Bob Pratt, Reis, George Graham",7,,"entered from west, geyser basins, Mary Mtn to Canyon, Washbun, MHS, left north",1881,August,21,1881,September,27,0,Leckler 1884p,382,"Leckler, H. Banard",1881,,,,,
Elk,general observation,fine pasture for elk,Unknown,1,,0,,0,1881,,,0,"Brockett, L.P.",lobr,1881,Unknown,continental,,journalist,Non to Official,M,Absaroka Range,,Brockett,,,,1881,,0,1881,,0,0,Brockett 1882,1231,"Brockett, L.P.",1882,,,,,
Elk,general observation,Indians ran off elk,Unknown,1,,0,,1,1875,spring,June,8,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,Pine Creek,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3 to 6,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Elk,general observation,snow too deep to hunt for elk,Unknown,1,,0,,0,1875,spring,June,14,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,Teton Mountains,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3 to 6,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Elk,general observation,come down to valleys in winter,Unknown,1,,0,,0,1875,summer,,0,"Strong, General William Emerson",west,1875,First Hand,continental,,military personnel,Official,M,Yellowstone region,,"Gen WE Stong, Sec of War W Belknap, Gen R Marcy, Gen N Sweitzer, Gen J Forsyth, Col G Gillespie, Lt G Doane, R Whitefoot",35,,military dignitaries,1875,July,26,1875,August,13,0,Strong 1968,104 to 107,"Strong, General William Emerson",1968,,,,,
Elk,general observation,will be rare to see,Unknown,1,,0,,0,1875,summer,,0,"Strong, General William Emerson",west,1875,First Hand,continental,,military personnel,Official,M,Ellis to Yellowstone Lake,,"Gen WE Stong, Sec of War W Belknap, Gen R Marcy, Gen N Sweitzer, Gen J Forsyth, Col G Gillespie, Lt G Doane, R Whitefoot",35,,military dignitaries,1875,July,26,1875,August,13,0,Strong 1968,104 to 107,"Strong, General William Emerson",1968,,,,,
Elk,general observation,few years till driven off,Unknown,1,,0,,0,1875,summer,,0,"Strong, General William Emerson",west,1875,First Hand,continental,,military personnel,Official,M,YNP,,"Gen WE Stong, Sec of War W Belknap, Gen R Marcy, Gen N Sweitzer, Gen J Forsyth, Col G Gillespie, Lt G Doane, R Whitefoot",35,,military dignitaries,1875,July,26,1875,August,13,0,Strong 1968,104 to 107,"Strong, General William Emerson",1968,,,,,
Elk,general observation,live in seclusion of canyons and hillsides,Unknown,1,,0,,0,1872,summer,July,0,"Jackson, William Henry",whja,"1871, 1872, 1878",First Hand,continental,,artist,Official,M,"above Teton Basin, west side of Teton Range",,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Jackson 1929,126 to 128,"Jackson, William Henry",1929,,,,,
Elk,general observation,fine grazing ground,Unknown,1,,0,,0,1880,fall,,0,"Pickett, William D.",wipi,"1877, 1879, 1880, 1881",First Hand,continental/resident,,rancher,Non to Official,M,7 miles downstream to mouth of large tributary coming in from south,2 miles up tributary,"Pickett, Hofer, Herendeen",,hunting,,1880,,0,1880,,0,0,Pickett 1913,163 to 175,"Pickett, William D.",1913,,,,,
Elk,general observation,are plentiful,100 to 500,1,,0,,0,1877,summer,August,26,"Gibbon, John",jogi,1872,First Hand,continental,,military personnel,Non to Official,M,East of the Yellowstone River,,Gibbon,,chasing Nez Perce,,1877,August,0,1877,August,0,0,Green 2000,"170 to 171,0431",Green,2000,,,,,
Elk,general observation,supported many,100 to 500,1,,0,,0,1872,summer,,0,"Bradley, Frank",frbr,1872,First Hand,continental,,scientist,Official,M,Snake River Plain,Idaho Falls area,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Bradley 1873,205 to 206,"Bradley, Frank H.",1873,"FV Hayden, Sixth Annual Report of the US Geological Survey of Montana and portions of the adjacent territories…for the year 1872","Report of Frank H. Bradley, geologist of the Snake River Division. Pgs. 190 to 274",USGPO,Washington,
Elk,general observation,abundantly supplied,More than 500,1,,0,,0,1827,,,,"Campbell, Robert",roca,"1827, 1833",First Hand,continental,,trapper,Non to Official,M,,,"Robert Campbell, Jackson, Sublette",,trapping,,1827,,0,1827,,0,0,Campbell 1991,24 to 25,"Campbell, Robert",1991,,,,,
Elk,general observation,already begun to descend,Unknown,1,,0,,0,1881,summer,August,0,"Francis, Jr, Francis",frfr,1881,First Hand,international,,journalist,Non to Official,M,,"Location unsure: Mammoth Hots Springs, west side of YNP or Henry's Lake","Francis, B, Bud, Dick",4,writer,,1881,August,0,1881,August,0,0,Francis 1887,31 to 33,"Francis, Jr, Francis",1887,,,,,
Elk,general observation,,Less than 10,1,,0,,0,1871,summer,,0,"Clawson, Calvin C.",cacl,1871,First Hand,regional,,journalist,Non to Official,M,Red Rock Lakes to Madison River,,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Clawson 2003,46 to 47,"Clawson, Calvin C.",2003,,,,,
Elk,general observation,,Unknown,1,,0,,0,1875,summer,July,30,"Strong, General William Emerson",west,1875,First Hand,continental,,military personnel,Official,M,near mouth of Lamar River,Baronett's camp,"Gen WE Stong, Sec of War W Belknap, Gen R Marcy, Gen N Sweitzer, Gen J Forsyth, Col G Gillespie, Lt G Doane, R Whitefoot",35,,military dignitaries,1875,July,26,1875,August,13,0,Strong 1968,46 to 47,"Strong, General William Emerson",1968,,,,,
Elk,general observation,rutting season,Unknown,1,,0,,0,1837,summer,September,0,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,upper Boulder River,encamped in prairie,"Osborne Russell, Allen, Conn, The Englishman",,,,1837,April,10,1837,October,13,1,Russell 1955,67 to 68,Russell,1955,,,,,
Elk,general observation,thousands coming out of the mountains,More than 500,1,,0,,0,1872,,,0,"Jackson, William Henry",whja,"1871, 1872, 1878",First Hand,continental,,artist,Official,M,Jackson Lake area,,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Jackson 1935,,"Jackson, William Henry",1935,,,,,
Elk,general observation,catching calves,Less than 10,1,,0,,0,1874,spring,May,25,"Horr, Harry R.",haho,"1873, 1874",First Hand,resident,,businessman,Non to Official,M,YNP,resident of Mammoth Hot Springs,Harry R. Horr,,,resident of MHS,1874,,0,1874,,0,0,Horr 1874,,"Horr, Harry R.",1874,,,,,
Elk,general observation,specialty of elk,Unknown,1,,0,,0,1874,,,0,"Richards, Alonzo V.",avri,1874,First Hand,regional,,civilian official,Official,M,"Canyon Creek, foot of Yankee Jim Canyon, Miner's Ranch",,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 1875,,"Richards, Alonzo V.",1875,,,,,
Elk,general observation,found in abundance,More than 500,1,,0,,0,1874,summer,July,17,Unknown Observer 018,u018,1874,Unknown,,,unknown,,,Bozeman Lake,,"Potts, Sweitzer",,,,1874,,0,1874,,0,0,Avant Courier 1874,,,1874,,,,,
Elk,general observation,drove large herd over cliff,100 to 500,1,,0,,0,1874,summer,September,4,"Wright, Joseph",jowr,1874,First Hand,resident,,journalist,Non to Official,M,Devil's Slide,,"Joseph Wright, Zack",,,,1874,,0,1874,,0,0,Avant Courier 1874,,,1874,,,,,
Elk,general observation,,Unknown,1,,0,,0,1875,fall,October,1,"O'Donovan, H.",hodo,1875,First Hand,regional,,unknown,Non to Official,M,Yellowstone Lake,,O'Donovan,1,,,1875,,0,1875,,0,0,O'Donovan 1875,,"O'Donovan, H.",1875,,,,,
Elk,general observation,multiply,Unknown,1,,0,,0,1877,winter,March,8,"Davis, W.A.",wada,1877,First Hand,resident,,unknown,Non to Official,M,Paradise Valley,Six Mile Creek,WA Davis,,,,1877,January,0,1877,March,0,0,Davis 1877b,,"Davis, W.A.",1877,,,,,
Elk,general observation,,Unknown,1,,0,,0,1878,fall,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,area north of YNP,"Gallatin Mountain Range, Paradise Valley","Norris, Bottler, Bush",,"hunting, superintendent",,1878,October,0,1878,November,0,0,Norris n.d.,,"Norris, Philetus W.",,,,,,
Elk,general observation,,Unknown,1,,0,,0,1878,fall,October,9,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,area north of YNP,"Gallatin Mountain Range, Paradise Valley","Norris, Bottler, Bush",,"hunting, superintendent",,1878,October,0,1878,November,0,0,Norris n.d.,,"Norris, Philetus W.",,,,,,
Fox,general observation,abundant,More than 10,1,,0,,0,1875,summer,,0,"Grinnell, George Bird",gbgr,"1875, 1877, 1879",First Hand,continental,,scientist,Official,M,country traversed by party,,"Capt. Ludlow, GB Grinnell",22,information gathering,33 animals,1875,August,9,1875,September,3,0,Grinnell 1876,68,"Grinnell, George Bird",1876,,,,,
Fox,general observation,"numerous, various colors",More than 10,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,YNP,,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,43 to 44,"Norris, Philetus W.",1881,,,,,
Grizzly Bear,general observation,numerous,More than 10,1,,0,,0,1875,summer,,0,"Grinnell, George Bird",gbgr,"1875, 1877, 1879",First Hand,continental,,scientist,Official,M,Bridger Mountains and YNP,,"Capt. Ludlow, GB Grinnell",22,information gathering,33 animals,1875,August,9,1875,September,3,0,Grinnell 1876,69,"Grinnell, George Bird",1876,,,,,
Grizzly Bear,general observation,abundance,More than 10,1,,0,,0,1875,summer,,0,"Grinnell, George Bird",gbgr,"1875, 1877, 1879",First Hand,continental,,scientist,Official,M,vicinity of Ft Ellis and Bozeman,,"Capt. Ludlow, GB Grinnell",22,information gathering,33 animals,1875,August,9,1875,September,3,0,Grinnell 1876,69,"Grinnell, George Bird",1876,,,,,
Grizzly Bear,general observation,region abounds,More than 10,1,,0,,0,1872,,,0,"Norton, Harry J.",hano,1872,First Hand,regional,,journalist,Non to Official,M,Yellowstone Lake area,,"Harry Norton, James Mills, MH Raymond, PA Largey, Hillhouse Raymond, Frank Woodall, Theodore Fletcher",7,,"Madison River, Geyser Basins, Yellowstone Lake, Canyon, Tower, Mammoth Hot Springs",1872,,0,1872,,0,0,Norton 1873,71,"Norton, Harry",1873,,,,,
Grizzly Bear,general observation,or grey,Unknown,1,,0,,0,1872,summer,July,31,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,,list for whole trip,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:6,108,"Blackmore, William",1872,,,,,
Grizzly Bear,general observation,brown,Unknown,1,,0,,0,1872,summer,July,31,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,,list for whole trip,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:6,108,"Blackmore, William",1872,,,,,
Grizzly Bear,general observation,Crow descended from grizzly bear,Unknown,1,,0,,1,1881,,,0,"Pickett, William D.",wipi,"1877, 1879, 1880, 1881",First Hand,continental/resident,,rancher,Non to Official,M,,Crow Reservation area,"Pickett, Hofer, Corey",,hunting,"Bighorn Basin, Clark's Fork, Greybull",1881,May,5,1881,October,30,0,Pickett 1913,191,"Pickett, William D.",1913,,,,,
Grizzly Bear,general observation,"hog to back, real California grizzly",Unknown,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,YNP,,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,40 to 41,"Norris, Philetus W.",1881,,,,,
Grizzly Bear,general observation,sliver to tipped,Unknown,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,YNP,,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,40 to 41,"Norris, Philetus W.",1881,,,,,
Grizzly Bear,general observation,,Unknown,1,,0,,0,1875,summer,July,30,"Strong, General William Emerson",west,1875,First Hand,continental,,military personnel,Official,M,near mouth of Lamar River,Baronett's camp,"Gen WE Stong, Sec of War W Belknap, Gen R Marcy, Gen N Sweitzer, Gen J Forsyth, Col G Gillespie, Lt G Doane, R Whitefoot",35,,military dignitaries,1875,July,26,1875,August,13,0,Strong 1968,46 to 47,"Strong, General William Emerson",1968,,,,,
